16.669916	39.009	-0.9999998	Ampollino Lake
16.56933227	39.12199125	-12.1710823	Ampollino Lake
16.66822063	39.0089843	-1.1915106	Ampollino Lake
16.5819459	39.10609224	-10.7736497	Ampollino Lake
16.65014049	39.12777991	-3.040795	Ampollino Lake
16.5980293	39.22834661	-8.755901	Ampollino Lake
16.5958703	39.11796208	-9.1823123	Ampollino Lake
16.58714119	39.05156311	-10.278721	Ampollino Lake
16.65309686	39.08685933	-2.7729693	Ampollino Lake
16.66644964	39.03544708	-1.3492078	Ampollino Lake
16.62981654	39.08328654	-5.4071494	Ampollino Lake
16.58739982	39.21090483	-9.9836663	Ampollino Lake
16.6302747	39.15349117	-5.2404749	Ampollino Lake
16.66360074	39.00894146	-1.7133787	Ampollino Lake
16.63477156	39.06066722	-4.8852817	Ampollino Lake
16.61201648	39.12850174	-7.3426187	Ampollino Lake
16.6675019	39.17772523	-0.9999998	Ampollino Lake
16.61909685	39.21716625	-6.3976209	Ampollino Lake
16.60341161	39.12149384	-8.3253	Ampollino Lake
16.57082552	39.04131242	-12.1381658	Ampollino Lake
16.57032859	39.01963051	-12.2303309	Ampollino Lake
16.64579508	39.21548692	-3.3885023	Ampollino Lake
16.58705726	39.11004819	-10.1901395	Ampollino Lake
16.65056243	39.15528664	-2.9480272	Ampollino Lake
16.56937208	39.12793506	-12.1567283	Ampollino Lake
16.63654771	39.2114071	-4.4382972	Ampollino Lake
16.65531462	39.00886443	-2.6493895	Ampollino Lake
16.62796702	39.1063162	-5.5783124	Ampollino Lake
16.66411696	39.04354327	-1.5996678	Ampollino Lake
16.61987562	39.25256603	-6.2521922	Ampollino Lake
16.66230622	39.09323712	-1.722953	Ampollino Lake
16.62745457	39.02133766	-5.7758083	Ampollino Lake
16.6498059	39.14897784	-3.0437825	Ampollino Lake
16.64880864	39.00880379	-3.3843133	Ampollino Lake
16.57228987	39.14799177	-11.7934461	Ampollino Lake
16.64980117	39.19682029	-2.9665797	Ampollino Lake
16.6634653	39.01662573	-1.7163709	Ampollino Lake
16.5821783	39.21100274	-10.5725628	Ampollino Lake
16.57885953	39.15529756	-11.0396707	Ampollino Lake
16.64157024	39.10787029	-4.0402386	Ampollino Lake
16.60081078	39.21966841	-8.4563655	Ampollino Lake
